dataset,sample_id,image_path,gt_mask_path,pred_mask_path,lane_iou,lane_f1,lane_precision,lane_recall,lane_accuracy,lane_miou,pixel_accuracy,tp_pixels,fp_pixels,fn_pixels,tn_pixels
culane,driver_100_30frame_05250523_0308.MP4_04500,/shared/data/culane/driver_100_30frame/05250523_0308.MP4/04500.jpg,/shared/data/culane/laneseg_label_w16_test/driver_100_30frame/05250523_0308.MP4/04500.png,/home/karthikab/Projects/road-readiness-framework/outputs/clrernet_full/masks/driver_100_30frame_05250523_0308.MP4_04500.png,0.13532568005989518,0.23839094356189064,0.8767178658043653,0.13795077275329135,0.13795077275329135,0.5532752694624384,0.9713538652335676,4338,610,27108,935544
culane,driver_100_30frame_05250523_0308.MP4_04530,/shared/data/culane/driver_100_30frame/05250523_0308.MP4/04530.jpg,/shared/data/culane/laneseg_label_w16_test/driver_100_30frame/05250523_0308.MP4/04530.png,/home/karthikab/Projects/road-readiness-framework/outputs/clrernet_full/masks/driver_100_30frame_05250523_0308.MP4_04530.png,0.15180957771279438,0.2636018672706616,0.9985522233712512,0.1518429991193861,0.1518429991193861,0.5618957607583636,0.97212174452253,4828,7,26968,935797
culane,driver_100_30frame_05250523_0308.MP4_04560,/shared/data/culane/driver_100_30frame/05250523_0308.MP4/04560.jpg,/shared/data/culane/laneseg_label_w16_test/driver_100_30frame/05250523_0308.MP4/04560.png,/home/karthikab/Projects/road-readiness-framework/outputs/clrernet_full/masks/driver_100_30frame_05250523_0308.MP4_04560.png,0.14768266430289984,0.25735801175052436,0.984384891327284,0.14802944722980263,0.14802944722980263,0.5598616762037484,0.9721754857379082,4665,74,26849,936012
culane,driver_100_30frame_05250523_0308.MP4_04590,/shared/data/culane/driver_100_30frame/05250523_0308.MP4/04590.jpg,/shared/data/culane/laneseg_label_w16_test/driver_100_30frame/05250523_0308.MP4/04590.png,/home/karthikab/Projects/road-readiness-framework/outputs/clrernet_full/masks/driver_100_30frame_05250523_0308.MP4_04590.png,0.09849484288798273,0.1793269099541771,0.6412258442318952,0.10423938566986102,0.10423938566986102,0.5336575986163884,0.9689262091773461,3285,1838,28229,934248
culane,driver_100_30frame_05250523_0308.MP4_04620,/shared/data/culane/driver_100_30frame/05250523_0308.MP4/04620.jpg,/shared/data/culane/laneseg_label_w16_test/driver_100_30frame/05250523_0308.MP4/04620.png,/home/karthikab/Projects/road-readiness-framework/outputs/clrernet_full/masks/driver_100_30frame_05250523_0308.MP4_04620.png,0.18820671505827236,0.3167911991623948,0.6798286848427869,0.2065113917623913,0.2065113917623913,0.5794996567387852,0.9709890450599421,6508,3065,25006,933021
culane,driver_100_30frame_05250523_0308.MP4_04650,/shared/data/culane/driver_100_30frame/05250523_0308.MP4/04650.jpg,/shared/data/culane/laneseg_label_w16_test/driver_100_30frame/05250523_0308.MP4/04650.png,/home/karthikab/Projects/road-readiness-framework/outputs/clrernet_full/masks/driver_100_30frame_05250523_0308.MP4_04650.png,0.10507526625810674,0.19016852420156677,0.7115229653505236,0.1097507923684047,0.1097507923684047,0.5369360365611764,0.9689107069036792,3532,1432,28650,933986
culane,driver_100_30frame_05250523_0308.MP4_04680,/shared/data/culane/driver_100_30frame/05250523_0308.MP4/04680.jpg,/shared/data/culane/laneseg_label_w16_test/driver_100_30frame/05250523_0308.MP4/04680.png,/home/karthikab/Projects/road-readiness-framework/outputs/clrernet_full/masks/driver_100_30frame_05250523_0308.MP4_04680.png,0.23327957777451985,0.3783076959650378,0.8508180943214628,0.24322837052889024,0.24322837052889024,0.6030154657007449,0.9729754030591153,7956,1395,24754,933495
culane,driver_100_30frame_05250523_0308.MP4_04710,/shared/data/culane/driver_100_30frame/05250523_0308.MP4/04710.jpg,/shared/data/culane/laneseg_label_w16_test/driver_100_30frame/05250523_0308.MP4/04710.png,/home/karthikab/Projects/road-readiness-framework/outputs/clrernet_full/masks/driver_100_30frame_05250523_0308.MP4_04710.png,0.28334989442305303,0.4415785525898468,0.9999999999999998,0.28334989442305303,0.28334989442305303,0.6296355095631789,0.9761482017362546,9125,0,23079,935396
culane,driver_100_30frame_05250523_0308.MP4_04740,/shared/data/culane/driver_100_30frame/05250523_0308.MP4/04740.jpg,/shared/data/culane/laneseg_label_w16_test/driver_100_30frame/05250523_0308.MP4/04740.png,/home/karthikab/Projects/road-readiness-framework/outputs/clrernet_full/masks/driver_100_30frame_05250523_0308.MP4_04740.png,0.26258959890193684,0.4159540029952585,0.9396419995634139,0.26709481260858775,0.26709481260858775,0.6186898844934766,0.9750144687887556,8609,553,23623,934815
culane,driver_100_30frame_05250523_0308.MP4_04770,/shared/data/culane/driver_100_30frame/05250523_0308.MP4/04770.jpg,/shared/data/culane/laneseg_label_w16_test/driver_100_30frame/05250523_0308.MP4/04770.png,/home/karthikab/Projects/road-readiness-framework/outputs/clrernet_full/masks/driver_100_30frame_05250523_0308.MP4_04770.png,0.28483077974951054,0.44337477625623967,0.9736534579836394,0.28704312693789347,0.28704312693789347,0.6304104025777555,0.9762174452252997,9165,248,22764,935423
