dataset,sample_id,image_path,gt_mask_path,pred_mask_path,lane_iou,lane_f1,lane_precision,lane_recall,lane_accuracy,lane_miou,pixel_accuracy,tp_pixels,fp_pixels,fn_pixels,tn_pixels
bdd100k_lane,b39fe3cd-183566f9,/shared/data/bdd100k/images/val/b39fe3cd-183566f9.jpg,/shared/data/bdd100k/ll_seg_annotations/val/b39fe3cd-183566f9.png,/home/karthikab/Projects/road-readiness-framework/outputs/clrernet_full/masks/b39fe3cd-183566f9.png,0.0,0.0,0.0,0.0,0.0,0.49549913194444445,0.9909982638888889,0,0,8296,913304
bdd100k_lane,b39fe3cd-1eb875fa,/shared/data/bdd100k/images/val/b39fe3cd-1eb875fa.jpg,/shared/data/bdd100k/ll_seg_annotations/val/b39fe3cd-1eb875fa.png,/home/karthikab/Projects/road-readiness-framework/outputs/clrernet_full/masks/b39fe3cd-1eb875fa.png,0.0885631001371742,0.1627156021102457,0.14179821551132463,0.19087213599408717,0.19087213599408717,0.5385073913164268,0.9884646267361111,1033,6252,4379,909936
bdd100k_lane,b39fe3cd-227ff7a8,/shared/data/bdd100k/images/val/b39fe3cd-227ff7a8.jpg,/shared/data/bdd100k/ll_seg_annotations/val/b39fe3cd-227ff7a8.png,/home/karthikab/Projects/road-readiness-framework/outputs/clrernet_full/masks/b39fe3cd-227ff7a8.png,0.018236573531872174,0.0358199145575021,0.03522947640594699,0.036430481283422446,0.036430481283422446,0.5059343164395845,0.9936328125,109,2985,2883,915623
bdd100k_lane,b39fe3cd-29b2a728,/shared/data/bdd100k/images/val/b39fe3cd-29b2a728.jpg,/shared/data/bdd100k/ll_seg_annotations/val/b39fe3cd-29b2a728.png,/home/karthikab/Projects/road-readiness-framework/outputs/clrernet_full/masks/b39fe3cd-29b2a728.png,0.4343651295009475,0.6056548929793717,0.46871165644171775,0.8556495769039321,0.8556495769039321,0.7147445418307712,0.9951421440972222,3438,3897,580,913685
bdd100k_lane,b39fe3cd-2a77c651,/shared/data/bdd100k/images/val/b39fe3cd-2a77c651.jpg,/shared/data/bdd100k/ll_seg_annotations/val/b39fe3cd-2a77c651.png,/home/karthikab/Projects/road-readiness-framework/outputs/clrernet_full/masks/b39fe3cd-2a77c651.png,0.3311688311688311,0.49756097560934737,0.3485193621867881,0.8693181818181813,0.8693181818181813,0.6639051955250723,0.9966471354166667,1530,2860,230,916980
bdd100k_lane,b39fe3cd-2b89090a,/shared/data/bdd100k/images/val/b39fe3cd-2b89090a.jpg,/shared/data/bdd100k/ll_seg_annotations/val/b39fe3cd-2b89090a.png,/home/karthikab/Projects/road-readiness-framework/outputs/clrernet_full/masks/b39fe3cd-2b89090a.png,0.0,0.0,0.0,0.0,0.0,0.5,1.0,0,0,0,921600
bdd100k_lane,b39fe3cd-34b1611e,/shared/data/bdd100k/images/val/b39fe3cd-34b1611e.jpg,/shared/data/bdd100k/ll_seg_annotations/val/b39fe3cd-34b1611e.png,/home/karthikab/Projects/road-readiness-framework/outputs/clrernet_full/masks/b39fe3cd-34b1611e.png,0.0,0.0,0.0,0.0,0.0,0.494365234375,0.98873046875,0,0,10386,911214
bdd100k_lane,b39fe3cd-398678c5,/shared/data/bdd100k/images/val/b39fe3cd-398678c5.jpg,/shared/data/bdd100k/ll_seg_annotations/val/b39fe3cd-398678c5.png,/home/karthikab/Projects/road-readiness-framework/outputs/clrernet_full/masks/b39fe3cd-398678c5.png,0.0,0.0,0.0,0.0,0.0,0.49420301649305554,0.9884060329861111,0,0,10685,910915
bdd100k_lane,b39fe3cd-553d15a3,/shared/data/bdd100k/images/val/b39fe3cd-553d15a3.jpg,/shared/data/bdd100k/ll_seg_annotations/val/b39fe3cd-553d15a3.png,/home/karthikab/Projects/road-readiness-framework/outputs/clrernet_full/masks/b39fe3cd-553d15a3.png,0.25393521529855595,0.4050212677659247,0.3015137472968798,0.6167456556082147,0.6167456556082147,0.6238495668336616,0.9937771267361111,1952,4522,1213,913913
bdd100k_lane,b39fe3cd-65f6ed9d,/shared/data/bdd100k/images/val/b39fe3cd-65f6ed9d.jpg,/shared/data/bdd100k/ll_seg_annotations/val/b39fe3cd-65f6ed9d.png,/home/karthikab/Projects/road-readiness-framework/outputs/clrernet_full/masks/b39fe3cd-65f6ed9d.png,0.10487391962933261,0.18983870967692185,0.17731244350708042,0.2042693509198195,0.2042693509198195,0.5469796863653935,0.9890993923611111,1177,5461,4585,910377
